20	 23.81958	 49.82700
30	 23.82483	 57.67600
40	 23.83274	 84.48200
50	 23.82202	 77.64500
60	 23.84291	 99.60600
70	 23.84182	 88.36800
80	 23.82090	 95.38300
90	 23.84397	 95.24500
100	 23.82976	 103.17700
110	 23.85459	 111.01600
120	 23.81920	 119.01900
130	 23.80707	 116.68200
140	 23.86355	 120.63800
150	 23.84205	 123.28900
160	 23.80813	 136.41400
170	 23.82416	 131.44300
180	 23.83648	 136.10600
190	 23.81174	 175.43500
200	 23.81187	 166.71000
210	 23.81635	 268.94400
220	 23.78573	 275.65200
230	 23.82102	 280.34200
240	 23.85283	 285.84400
250	 23.78144	 285.56100
260	 23.85258	 302.34900
270	 23.82416	 329.03200
280	 23.83002	 309.58700
290	 23.83104	 300.11700
300	 23.83184	 301.53100
310	 23.83286	 300.58700
320	 23.82400	 308.73900
330	 23.87683	 324.25600
340	 23.82784	 330.57800
350	 23.80320	 306.16300
360	 23.83002	 327.58400
370	 23.82416	 304.65600
380	 23.86973	 311.61300
390	 23.86637	 308.44600
400	 23.82544	 306.01100
410	 23.84442	 305.05200
420	 23.83184	 308.08300
430	 23.83504	 315.68800
440	 23.82195	 307.53000
450	 23.80336	 309.91700
460	 23.79933	 308.60300
470	 23.83389	 308.42900
480	 23.84019	 330.44100
490	 23.82618	 315.32300
500	 23.83789	 311.33200
510	 23.88230	 316.00200
520	 23.82646	 314.95200
530	 23.85939	 316.19800
540	 23.84358	 315.60200
550	 23.84896	 317.22500
560	 23.84506	 361.58300
570	 23.83878	 317.93600
580	 23.82611	 318.27500
590	 23.83395	 320.54100
600	 23.82861	 320.03600
610	 23.87030	 325.38800
620	 23.85126	 321.88700
630	 23.80726	 321.10600
640	 23.89466	 321.23800
650	 23.87309	 324.05500
660	 23.82198	 322.53400
670	 23.84819	 322.17800
680	 23.82192	 322.47300
690	 23.83910	 327.85400
700	 23.83469	 324.76700
710	 23.82470	 323.65800
720	 23.84614	 324.85000
730	 23.82234	 326.79300
740	 23.82461	 325.66100
750	 23.82083	 327.35600
760	 23.85098	 324.29300
770	 23.82435	 325.90500
780	 23.84150	 327.42600
790	 23.83360	 325.20000
800	 23.82707	 326.15100
810	 23.87376	 318.88700
820	 23.83005	 344.02200
830	 23.81837	 327.19900
840	 23.82208	 327.63400
850	 23.86717	 327.95800
860	 23.84726	 329.48100
870	 23.82832	 327.86900
880	 23.81754	 334.18500
890	 23.82877	 332.65700
900	 23.84010	 327.83400
910	 23.82218	 329.19700
920	 23.84096	 328.48500
930	 23.83520	 331.08000
940	 23.83382	 330.15200
950	 23.82829	 329.84400
960	 23.82387	 329.82900
970	 23.81910	 330.39600
980	 23.83139	 331.29400
990	 23.78598	 337.58600
1000	 23.83206	 333.68400
1010	 23.84269	 332.55000
1020	 23.82925	 334.99600
1030	 23.82544	 334.46400
1040	 23.82352	 371.16500
1050	 23.83133	 355.89600
1060	 23.83366	 334.04900
1070	 23.88416	 336.76700
1080	 23.85315	 337.53500
1090	 23.82800	 339.65400
1100	 23.86192	 338.09000
1110	 23.83062	 335.28700
1120	 23.84442	 339.22600
1130	 23.81629	 339.79700
1140	 23.84435	 335.94800
1150	 23.83139	 337.34100
1160	 23.84390	 345.39600
1170	 23.83798	 338.53100
1180	 23.83232	 344.90300
1190	 23.84646	 337.39600
1200	 23.81891	 407.86100
1210	 23.82582	 341.86500
1220	 23.82141	 339.31200
1230	 23.82042	 337.41400
1240	 23.82896	 337.56900
1250	 23.82253	 415.62000
1260	 23.79235	 340.59200
1270	 23.83082	 337.95200
1280	 23.84096	 342.23300
1290	 23.82614	 345.05300
1300	 23.83526	 337.46000
1310	 23.83462	 341.87600
1320	 23.84915	 343.70100
1330	 23.82218	 338.86500
1340	 23.83510	 338.66200
1350	 23.83936	 339.86000
1360	 23.82950	 338.08300
1370	 23.84314	 336.17500
1380	 23.78886	 363.08100
1390	 23.83552	 340.55600
1400	 23.84048	 374.09400
1410	 23.83322	 337.36800
1420	 23.82246	 366.02100
1430	 23.82355	 338.85500
1440	 23.82614	 341.11600
1450	 23.85821	 343.35900
1460	 23.82995	 338.00200
1470	 23.83808	 336.96300
1480	 23.83264	 341.12200
1490	 23.82630	 338.13400
1500	 23.86934	 338.59300
1510	 23.83882	 347.25000
1520	 23.85158	 336.42400
1530	 23.84461	 338.48500
1540	 23.83130	 338.59100
1550	 23.86122	 337.55100
1560	 23.83354	 338.19700
1570	 23.84854	 341.33600
1580	 23.84774	 411.43400
1590	 23.84074	 337.90400
1600	 23.84298	 337.40300
1610	 23.88781	 339.66100
1620	 23.80976	 408.99700
1630	 23.82835	 336.51700
1640	 23.82205	 342.59700
1650	 23.83469	 336.78700
1660	 23.79270	 351.69800
1670	 23.84307	 342.31200
1680	 23.83530	 338.83000
1690	 23.83267	 375.71700
1700	 23.81475	 338.50400
1710	 23.82464	 338.44600
1720	 23.84659	 336.70700
1730	 23.82246	 341.53200
1740	 23.81770	 338.33400
1750	 23.83139	 416.05800
1760	 23.81709	 325.90900
1770	 23.86474	 345.00500
1780	 23.86608	 337.35700
1790	 23.87814	 338.08200
1800	 23.86282	 341.08400
1808	 23.83357	 340.35800
